iso3,var_short,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,var_long,residence
TCD,s_shared_u,0.2572849783101136,-0.4854300433797727,10.106985242344908,0.34641143749148573,0.6613369528955799,1,-9.548577545460262,25.097155090920523,22.392991956924853,102.15115068897775,1,3,Shared,urban
TGO,s_imp_r,0.2981187597409521,0.15774251168914244,3.0284312553264034,2.1237122652752727,0.20482425540185314,1,-16.51123013978872,39.02246027957744,38.860190726743376,45.85697934118929,5,7,Improved,rural
TGO,s_imp_u,0.6117380776769878,0.5340856932123854,3.8034490682329367,7.877904611620091,0.03769187864295412,1,-18.106275036476408,42.212550072952816,42.050280520118754,72.33112407320998,5,7,Improved,urban
TGO,s_od_r,0.27735366550260737,0.1328243986031289,3.4999588513694655,1.9190138540971737,0.22458285572206357,1,-17.52417538598119,41.04835077196238,40.88608121912832,61.248559806397346,5,7,Open defecation,rural
TGO,s_od_u,0.8536462480713461,0.8243754976856154,1.7147960968769345,29.163797880886968,0.002941430154514599,1,-12.5299761614595,31.059952322919,30.897682770084938,14.702628269321846,5,7,Open defecation,urban
TGO,s_sep_r,0.9156663431374318,0.8734995147061477,0.42746041792742084,21.715324040308587,0.04309543676632425,1,-0.8898854335569286,7.779770867113857,5.938653950473529,0.36544481778937055,2,4,Septic,rural
TGO,s_sep_u,0.9992602416870413,0.998890362530562,0.32675388294105323,2701.5857049055576,3.699475870879104e-4,1,0.18473240040392191,5.630535199192156,3.7894182825518277,0.21353620003411106,2,4,Septic,urban
TGO,s_sew_r,0.20008453647481506,1.0567059351884733e-4,0.039140305336293306,1.0005284088048663,0.37378756669147856,1,12.146379220574289,-18.292758441148578,-18.917480033464415,0.00612785400727308,4,6,Sewer,rural
TGO,s_sew_u,0.028447043773913706,-0.21444119528260774,0.7272557110971077,0.11711988972547124,0.7494052033202234,1,-5.386373103101156,16.772746206202314,16.148024613886477,2.1156034772934396,4,6,Sewer,urban
TGO,s_shared_r,0.9378118246045836,0.9067177369068753,1.4252685877957219,30.16045473730702,0.03159315130231365,1,-5.706900886193411,17.413801772386822,15.572684855746495,4.062781094714422,2,4,Shared,rural
