"","iso3","var_short","year","mean_value","var_long","residence"
"1","AFG","s_imp_r",2003,27.2793274169641,"Improved","rural"
"2","AFG","s_imp_r",2005,31.1753431216186,"Improved","rural"
"3","AFG","s_imp_r",2008,30.1,"Improved","rural"
"4","AFG","s_imp_r",2011,44.2,"Improved","rural"
"5","AFG","s_imp_r",2012,36.35,"Improved","rural"
"6","AFG","s_imp_r",2014,27,"Improved","rural"
"7","AFG","s_imp_r",2015,48.05,"Improved","rural"
"8","AFG","s_imp_r",2017,43.79,"Improved","rural"
"9","AFG","s_imp_r",2020,61.93846,"Improved","rural"
"10","AFG","s_imp_u",2003,44.2,"Improved","urban"
"11","AFG","s_imp_u",2005,62.277633324992,"Improved","urban"
"12","AFG","s_imp_u",2008,58.3,"Improved","urban"
"13","AFG","s_imp_u",2011,70.9,"Improved","urban"
"14","AFG","s_imp_u",2012,62,"Improved","urban"
"15","AFG","s_imp_u",2014,76.6,"Improved","urban"
"16","AFG","s_imp_u",2015,83.6,"Improved","urban"
"17","AFG","s_imp_u",2017,83.26,"Improved","urban"
"18","AFG","s_imp_u",2020,83.48372,"Improved","urban"
"19","AFG","s_od_r",2003,34.9100280683848,"Open defecation","rural"
"20","AFG","s_od_r",2005,14.71720862785,"Open defecation","rural"
"21","AFG","s_od_r",2008,25.6,"Open defecation","rural"
"22","AFG","s_od_r",2011,21.3,"Open defecation","rural"
"23","AFG","s_od_r",2014,24.8,"Open defecation","rural"
"24","AFG","s_od_r",2015,16.1,"Open defecation","rural"
"25","AFG","s_od_r",2017,17.73,"Open defecation","rural"
"26","AFG","s_od_r",2020,14.92387,"Open defecation","rural"
"27","AFG","s_od_u",2003,12.8,"Open defecation","urban"
"28","AFG","s_od_u",2005,0.1832139882376,"Open defecation","urban"
"29","AFG","s_od_u",2008,0.5,"Open defecation","urban"
"30","AFG","s_od_u",2011,0.6,"Open defecation","urban"
"31","AFG","s_od_u",2014,0.7,"Open defecation","urban"
"32","AFG","s_od_u",2015,1.4,"Open defecation","urban"
"33","AFG","s_od_u",2017,0.53,"Open defecation","urban"
"34","AFG","s_od_u",2020,0.24861,"Open defecation","urban"
"35","AFG","s_sep_r",2011,1,"Septic","rural"
"36","AFG","s_sep_r",2014,1,"Septic","rural"
"37","AFG","s_sep_r",2015,3,"Septic","rural"
"38","AFG","s_sep_r",2017,1.02,"Septic","rural"
"39","AFG","s_sep_r",2020,1.86152,"Septic","rural"
"40","AFG","s_sep_u",2011,22.8,"Septic","urban"
"41","AFG","s_sep_u",2014,21.7,"Septic","urban"
"42","AFG","s_sep_u",2015,34.9,"Septic","urban"
"43","AFG","s_sep_u",2017,33.71,"Septic","urban"
"44","AFG","s_sep_u",2020,22.59006,"Septic","urban"
"45","AFG","s_sew_r",2003,0.4,"Sewer","rural"
"46","AFG","s_sew_r",2011,2.2,"Sewer","rural"
"47","AFG","s_sew_r",2014,0.4,"Sewer","rural"
"48","AFG","s_sew_r",2015,0.3,"Sewer","rural"
"49","AFG","s_sew_r",2017,0.58,"Sewer","rural"
"50","AFG","s_sew_r",2020,1.69396,"Sewer","rural"
"51","AFG","s_sew_u",2003,8.2,"Sewer","urban"
"52","AFG","s_sew_u",2011,4.5,"Sewer","urban"
"53","AFG","s_sew_u",2014,13.4,"Sewer","urban"
"54","AFG","s_sew_u",2015,9.9,"Sewer","urban"
"55","AFG","s_sew_u",2017,4.53,"Sewer","urban"
"56","AFG","s_sew_u",2020,9.97665,"Sewer","urban"
"57","AFG","s_shared_r",2008,16.7,"Shared","rural"
"58","AFG","s_shared_r",2011,6.349,"Shared","rural"
"59","AFG","s_shared_r",2012,17,"Shared","rural"
"60","AFG","s_shared_r",2014,19.5,"Shared","rural"
"61","AFG","s_shared_r",2015,8.38894184938036,"Shared","rural"
"62","AFG","s_shared_r",2017,15.7,"Shared","rural"
"63","AFG","s_shared_u",2008,35.7,"Shared","urban"
"64","AFG","s_shared_u",2011,15.371,"Shared","urban"
"65","AFG","s_shared_u",2012,37.5,"Shared","urban"
"66","AFG","s_shared_u",2014,33.6,"Shared","urban"
"67","AFG","s_shared_u",2015,13.6363636363636,"Shared","urban"
"68","AFG","s_shared_u",2017,32,"Shared","urban"
"69","AGO","s_imp_r",2001,11.1125,"Improved","rural"
"70","AGO","s_imp_r",2007,18.3,"Improved","rural"
"71","AGO","s_imp_r",2009,19.6250569050509,"Improved","rural"
"72","AGO","s_imp_r",2011,21.0090063918395,"Improved","rural"
"73","AGO","s_imp_r",2014,25.8767920148861,"Improved","rural"
"74","AGO","s_imp_r",2016,29.36774,"Improved","rural"
"75","AGO","s_imp_u",2001,63.8414965986395,"Improved","urban"
"76","AGO","s_imp_u",2007,83.7,"Improved","urban"
"77","AGO","s_imp_u",2009,80.0942567929841,"Improved","urban"
"78","AGO","s_imp_u",2011,89.0614530480417,"Improved","urban"
"79","AGO","s_imp_u",2014,81.7616420635341,"Improved","urban"
"80","AGO","s_imp_u",2016,87.31857,"Improved","urban"
"81","AGO","s_od_r",2001,73.4,"Open defecation","rural"
"82","AGO","s_od_r",2007,50.9,"Open defecation","rural"
"83","AGO","s_od_r",2009,63.4561009337843,"Open defecation","rural"
"84","AGO","s_od_r",2011,55.69460061225,"Open defecation","rural"
"85","AGO","s_od_r",2016,62.78523,"Open defecation","rural"
"86","AGO","s_od_u",2001,24.2,"Open defecation","urban"
"87","AGO","s_od_u",2007,3,"Open defecation","urban"
"88","AGO","s_od_u",2009,10.2596815815305,"Open defecation","urban"
"89","AGO","s_od_u",2011,5.37149441166117,"Open defecation","urban"
"90","AGO","s_od_u",2016,7.76058,"Open defecation","urban"
"91","AGO","s_sep_r",2001,1.3,"Septic","rural"
"92","AGO","s_sep_r",2007,4,"Septic","rural"
"93","AGO","s_sep_r",2009,12.5893551216791,"Septic","rural"
"94","AGO","s_sep_r",2011,4.60705815528375,"Septic","rural"
"95","AGO","s_sep_r",2014,25.3508693276934,"Septic","rural"
"96","AGO","s_sep_r",2016,27.07108,"Septic","rural"
"97","AGO","s_sep_u",2001,11.2,"Septic","urban"
"98","AGO","s_sep_u",2007,35,"Septic","urban"
"99","AGO","s_sep_u",2009,26.0925767592709,"Septic","urban"
"100","AGO","s_sep_u",2011,30.1055832149479,"Septic","urban"
"101","AGO","s_sep_u",2014,76.2390612351972,"Septic","urban"
"102","AGO","s_sep_u",2016,75.63925,"Septic","urban"
"103","AGO","s_sew_r",2001,2.2,"Sewer","rural"
"104","AGO","s_sew_r",2007,0.2,"Sewer","rural"
"105","AGO","s_sew_r",2009,2.59309863742886,"Sewer","rural"
"106","AGO","s_sew_r",2011,0.611386089894032,"Sewer","rural"
"107","AGO","s_sew_r",2016,2.29666,"Sewer","rural"
"108","AGO","s_sew_u",2001,18.5,"Sewer","urban"
"109","AGO","s_sew_u",2007,14.4,"Sewer","urban"
"110","AGO","s_sew_u",2009,22.5207476557082,"Sewer","urban"
"111","AGO","s_sew_u",2011,25.4467984491897,"Sewer","urban"
"112","AGO","s_sew_u",2016,11.67932,"Sewer","urban"
"113","AGO","s_shared_r",2016,20.40486,"Shared","rural"
"114","AGO","s_shared_u",2016,30.27005,"Shared","urban"
"115","AIA","s_imp_u",2001,92.535,"Improved","urban"
"116","AIA","s_imp_u",2002,95,"Improved","urban"
"117","AIA","s_imp_u",2009,96.8,"Improved","urban"
"118","AIA","s_imp_u",2011,98.35,"Improved","urban"
"119","AIA","s_od_u",2001,2.09,"Open defecation","urban"
"120","AIA","s_od_u",2011,0.8,"Open defecation","urban"
"121","AIA","s_sep_u",2009,93.9,"Septic","urban"
"122","AIA","s_sew_u",2009,1.2,"Sewer","urban"
"123","AIA","s_shared_u",2011,2.4,"Shared","urban"
"124","ALB","s_imp_r",2000,78,"Improved","rural"
"125","ALB","s_imp_r",2001,87.0695499733911,"Improved","rural"
"126","ALB","s_imp_r",2002,89.3102327655695,"Improved","rural"
"127","ALB","s_imp_r",2003,89.9578971061093,"Improved","rural"
"128","ALB","s_imp_r",2005,87.7298915926164,"Improved","rural"
"129","ALB","s_imp_r",2006,98.5,"Improved","rural"
"130","ALB","s_imp_r",2008,91.1270837318615,"Improved","rural"
"131","ALB","s_imp_r",2009,90.3,"Improved","rural"
"132","ALB","s_imp_r",2011,98.9,"Improved","rural"
"133","ALB","s_imp_r",2012,96.1096519474167,"Improved","rural"
"134","ALB","s_imp_r",2018,95.3246,"Improved","rural"
"135","ALB","s_imp_u",2000,98.5,"Improved","urban"
"136","ALB","s_imp_u",2001,98.3600936037346,"Improved","urban"
"137","ALB","s_imp_u",2002,99.2825896537781,"Improved","urban"
"138","ALB","s_imp_u",2003,99.2665918367347,"Improved","urban"
"139","ALB","s_imp_u",2005,99.289069829472,"Improved","urban"
"140","ALB","s_imp_u",2006,99.4,"Improved","urban"
"141","ALB","s_imp_u",2008,99.5858127320089,"Improved","urban"
"142","ALB","s_imp_u",2009,99.2,"Improved","urban"
"143","ALB","s_imp_u",2011,99.7,"Improved","urban"
"144","ALB","s_imp_u",2012,99.978947879584,"Improved","urban"
"145","ALB","s_imp_u",2018,98.96908,"Improved","urban"
"146","ALB","s_od_r",2001,1.23504867872045,"Open defecation","rural"
"147","ALB","s_od_r",2009,0,"Open defecation","rural"
"148","ALB","s_od_r",2011,1.12,"Open defecation","rural"
"149","ALB","s_od_r",2018,0.00864,"Open defecation","rural"
"150","ALB","s_od_u",2001,0.474890253284859,"Open defecation","urban"
"151","ALB","s_od_u",2009,0,"Open defecation","urban"
"152","ALB","s_od_u",2011,0.299,"Open defecation","urban"
"153","ALB","s_od_u",2018,0.01918,"Open defecation","urban"
"154","ALB","s_sep_r",2006,21.3,"Septic","rural"
"155","ALB","s_sep_r",2009,24,"Septic","rural"
"156","ALB","s_sep_r",2018,9.74408,"Septic","rural"
"157","ALB","s_sep_u",2006,1.6,"Septic","urban"
"158","ALB","s_sep_u",2009,4.4,"Septic","urban"
"159","ALB","s_sep_u",2018,1.44394,"Septic","urban"
"160","ALB","s_sew_r",2000,36.6,"Sewer","rural"
"161","ALB","s_sew_r",2006,61.2,"Sewer","rural"
"162","ALB","s_sew_r",2018,47.8261,"Sewer","rural"
"163","ALB","s_sew_u",2000,94.8,"Sewer","urban"
"164","ALB","s_sew_u",2001,92.389385870959,"Sewer","urban"
"165","ALB","s_sew_u",2002,96.3540182252066,"Sewer","urban"
"166","ALB","s_sew_u",2003,96.497,"Sewer","urban"
"167","ALB","s_sew_u",2005,97.0557364961386,"Sewer","urban"
"168","ALB","s_sew_u",2006,97.2,"Sewer","urban"
"169","ALB","s_sew_u",2008,98.5435905097866,"Sewer","urban"
"170","ALB","s_sew_u",2011,98,"Sewer","urban"
"171","ALB","s_sew_u",2012,98.2122812129173,"Sewer","urban"
"172","ALB","s_sew_u",2018,91.08973,"Sewer","urban"
"173","ALB","s_shared_r",2006,1.01522842639594,"Shared","rural"
"174","ALB","s_shared_r",2009,2.65780730897009,"Shared","rural"
"175","ALB","s_shared_r",2018,0.60772,"Shared","rural"
"176","ALB","s_shared_u",2006,1.7102615694165,"Shared","urban"
"177","ALB","s_shared_u",2009,1.71370967741936,"Shared","urban"
"178","ALB","s_shared_u",2018,0.63475,"Shared","urban"
"179","AND","s_imp_r",2000,100,"Improved","rural"
"180","AND","s_imp_r",2001,100,"Improved","rural"
"181","AND","s_imp_r",2002,100,"Improved","rural"
"182","AND","s_imp_r",2003,100,"Improved","rural"
"183","AND","s_imp_r",2004,100,"Improved","rural"
"184","AND","s_imp_r",2005,100,"Improved","rural"
"185","AND","s_imp_r",2006,100,"Improved","rural"
"186","AND","s_imp_r",2007,100,"Improved","rural"
"187","AND","s_imp_r",2008,100,"Improved","rural"
"188","AND","s_imp_r",2009,100,"Improved","rural"
"189","AND","s_imp_r",2010,100,"Improved","rural"
"190","AND","s_imp_r",2011,100,"Improved","rural"
"191","AND","s_imp_r",2012,100,"Improved","rural"
"192","AND","s_imp_u",2000,100,"Improved","urban"
"193","AND","s_imp_u",2001,100,"Improved","urban"
"194","AND","s_imp_u",2002,100,"Improved","urban"
"195","AND","s_imp_u",2003,100,"Improved","urban"
"196","AND","s_imp_u",2004,100,"Improved","urban"
"197","AND","s_imp_u",2005,100,"Improved","urban"
"198","AND","s_imp_u",2006,100,"Improved","urban"
"199","AND","s_imp_u",2007,100,"Improved","urban"
"200","AND","s_imp_u",2008,100,"Improved","urban"
"201","AND","s_imp_u",2009,100,"Improved","urban"
"202","AND","s_imp_u",2010,100,"Improved","urban"
"203","AND","s_imp_u",2011,100,"Improved","urban"
"204","AND","s_imp_u",2012,100,"Improved","urban"
"205","AND","s_sew_r",2000,100,"Sewer","rural"
"206","AND","s_sew_r",2001,100,"Sewer","rural"
"207","AND","s_sew_r",2002,100,"Sewer","rural"
"208","AND","s_sew_r",2003,100,"Sewer","rural"
"209","AND","s_sew_r",2004,100,"Sewer","rural"
"210","AND","s_sew_r",2005,100,"Sewer","rural"
"211","AND","s_sew_r",2006,100,"Sewer","rural"
"212","AND","s_sew_r",2007,100,"Sewer","rural"
"213","AND","s_sew_r",2008,100,"Sewer","rural"
"214","AND","s_sew_r",2009,100,"Sewer","rural"
"215","AND","s_sew_r",2010,100,"Sewer","rural"
"216","AND","s_sew_r",2011,100,"Sewer","rural"
"217","AND","s_sew_r",2012,100,"Sewer","rural"
"218","AND","s_sew_u",2000,100,"Sewer","urban"
"219","AND","s_sew_u",2001,100,"Sewer","urban"
"220","AND","s_sew_u",2002,100,"Sewer","urban"
"221","AND","s_sew_u",2003,100,"Sewer","urban"
"222","AND","s_sew_u",2004,100,"Sewer","urban"
"223","AND","s_sew_u",2005,100,"Sewer","urban"
"224","AND","s_sew_u",2006,100,"Sewer","urban"
"225","AND","s_sew_u",2007,100,"Sewer","urban"
"226","AND","s_sew_u",2008,100,"Sewer","urban"
"227","AND","s_sew_u",2009,100,"Sewer","urban"
"228","AND","s_sew_u",2010,100,"Sewer","urban"
"229","AND","s_sew_u",2011,100,"Sewer","urban"
"230","AND","s_sew_u",2012,100,"Sewer","urban"
"231","ARG","s_imp_r",2001,74.3903102496967,"Improved","rural"
"232","ARG","s_imp_r",2005,73.610145,"Improved","rural"
"233","ARG","s_imp_r",2010,80.091073369892,"Improved","rural"
"234","ARG","s_imp_u",2001,91.6810136254335,"Improved","urban"
"235","ARG","s_imp_u",2005,95.714645,"Improved","urban"
"236","ARG","s_imp_u",2009,98.5859303252591,"Improved","urban"
"237","ARG","s_imp_u",2010,97.9201692073072,"Improved","urban"
"238","ARG","s_imp_u",2012,96.05926,"Improved","urban"
"239","ARG","s_imp_u",2013,98.3413826626295,"Improved","urban"
"240","ARG","s_imp_u",2018,98.9517978252591,"Improved","urban"
"241","ARG","s_od_r",2010,7.68874074007012,"Open defecation","rural"
"242","ARG","s_od_u",2005,0.70724,"Open defecation","urban"
"243","ARG","s_od_u",2009,0.43513,"Open defecation","urban"
"244","ARG","s_od_u",2010,2.06971310174632,"Open defecation","urban"
"245","ARG","s_od_u",2012,2.81444,"Open defecation","urban"
"246","ARG","s_od_u",2013,0.907615,"Open defecation","urban"
"247","ARG","s_od_u",2018,0.39522,"Open defecation","urban"
"248","ARG","s_sep_r",2001,28.3392236600453,"Septic","rural"
"249","ARG","s_sep_r",2005,24.16252,"Septic","rural"
"250","ARG","s_sep_r",2010,37.4803707581056,"Septic","rural"
"251","ARG","s_sep_u",2001,24.6928842227265,"Septic","urban"
"252","ARG","s_sep_u",2005,27.23363,"Septic","urban"
"253","ARG","s_sep_u",2009,26.95173,"Septic","urban"
"254","ARG","s_sep_u",2010,25.4120701898725,"Septic","urban"
"255","ARG","s_sep_u",2012,21.59537,"Septic","urban"
"256","ARG","s_sep_u",2013,24.004195,"Septic","urban"
"257","ARG","s_sep_u",2018,22.831055,"Septic","urban"
"258","ARG","s_sew_r",2001,1.98342292510579,"Sewer","rural"
"259","ARG","s_sew_r",2005,2.05585,"Sewer","rural"
"260","ARG","s_sew_r",2010,4.51167385612688,"Sewer","rural"
"261","ARG","s_sew_u",2001,47.2777869000466,"Sewer","urban"
"262","ARG","s_sew_u",2005,53.10927,"Sewer","urban"
"263","ARG","s_sew_u",2009,59.14329,"Sewer","urban"
"264","ARG","s_sew_u",2010,53.8123866828255,"Sewer","urban"
"265","ARG","s_sew_u",2012,57.9711,"Sewer","urban"
"266","ARG","s_sew_u",2013,60.58324,"Sewer","urban"
"267","ARG","s_sew_u",2018,63.75892,"Sewer","urban"
"268","ARG","s_shared_r",2001,6.21663270130969,"Shared","rural"
"269","ARG","s_shared_r",2005,3.06173079144273,"Shared","rural"
"270","ARG","s_shared_r",2010,5.5,"Shared","rural"
"271","ARG","s_shared_u",2001,4.43399926348272,"Shared","urban"
"272","ARG","s_shared_u",2005,2.97828757168534,"Shared","urban"
"273","ARG","s_shared_u",2009,1.60756486384897,"Shared","urban"
"274","ARG","s_shared_u",2010,4.4,"Shared","urban"
"275","ARG","s_shared_u",2012,3.18012848799756,"Shared","urban"
"276","ARG","s_shared_u",2013,2.51321137683975,"Shared","urban"
"277","ARG","s_shared_u",2018,1.15551672830754,"Shared","urban"
"278","ARM","s_imp_r",2000,83.7712666666667,"Improved","rural"
"279","ARM","s_imp_r",2001,80.5124908509734,"Improved","rural"
"280","ARM","s_imp_r",2002,82.2266666666667,"Improved","rural"
"281","ARM","s_imp_r",2003,82.1808,"Improved","rural"
"282","ARM","s_imp_r",2004,80.0021333333333,"Improved","rural"
"283","ARM","s_imp_r",2005,81.8129333333333,"Improved","rural"
"284","ARM","s_imp_r",2006,81.4469333333334,"Improved","rural"
"285","ARM","s_imp_r",2007,81.9056,"Improved","rural"
"286","ARM","s_imp_r",2008,81.424,"Improved","rural"
"287","ARM","s_imp_r",2009,81.9744,"Improved","rural"
"288","ARM","s_imp_r",2010,81.7523913230018,"Improved","rural"
"289","ARM","s_imp_r",2011,87.5888511993296,"Improved","rural"
"290","ARM","s_imp_r",2012,80.048,"Improved","rural"
"291","ARM","s_imp_r",2013,81.08,"Improved","rural"
"292","ARM","s_imp_r",2014,80.8506666666667,"Improved","rural"
"293","ARM","s_imp_r",2015,81.7221333333333,"Improved","rural"
"294","ARM","s_imp_r",2016,88.3963963115135,"Improved","rural"
"295","ARM","s_imp_r",2017,82.8688,"Improved","rural"
"296","ARM","s_imp_r",2018,83.6256,"Improved","rural"
"297","ARM","s_imp_u",2000,97.5243169398907,"Improved","urban"
"298","ARM","s_imp_u",2001,97.3588983064507,"Improved","urban"
"299","ARM","s_imp_u",2002,97.0819672131148,"Improved","urban"
"300","ARM","s_imp_u",2003,97.5245901639344,"Improved","urban"
"301","ARM","s_imp_u",2004,96.5573770491803,"Improved","urban"
"302","ARM","s_imp_u",2005,97.8811475409836,"Improved","urban"
"303","ARM","s_imp_u",2006,98.3770491803279,"Improved","urban"
"304","ARM","s_imp_u",2007,98.4262295081967,"Improved","urban"
"305","ARM","s_imp_u",2008,98.5409836065574,"Improved","urban"
"306","ARM","s_imp_u",2010,99.2136612021858,"Improved","urban"
"307","ARM","s_imp_u",2011,98.267940204498,"Improved","urban"
"308","ARM","s_imp_u",2012,99.327868852459,"Improved","urban"
"309","ARM","s_imp_u",2013,99.3770491803279,"Improved","urban"
"310","ARM","s_imp_u",2014,99.1639344262295,"Improved","urban"
"311","ARM","s_imp_u",2015,99.4098360655738,"Improved","urban"
"312","ARM","s_imp_u",2016,99.4951337021858,"Improved","urban"
"313","ARM","s_imp_u",2017,99.6393442622951,"Improved","urban"
"314","ARM","s_imp_u",2018,99.6885245901639,"Improved","urban"
"315","ARM","s_od_r",2005,0,"Open defecation","rural"
"316","ARM","s_od_r",2010,0.1,"Open defecation","rural"
"317","ARM","s_od_r",2016,0,"Open defecation","rural"
"318","ARM","s_od_u",2005,0.1,"Open defecation","urban"
"319","ARM","s_od_u",2010,0,"Open defecation","urban"
"320","ARM","s_od_u",2016,0.00325,"Open defecation","urban"
"321","ARM","s_sep_r",2005,0.3,"Septic","rural"
"322","ARM","s_sep_r",2010,1.1552,"Septic","rural"
"323","ARM","s_sep_r",2016,5.65589,"Septic","rural"
"324","ARM","s_sep_u",2005,0.3,"Septic","urban"
"325","ARM","s_sep_u",2010,0.1,"Septic","urban"
"326","ARM","s_sep_u",2016,0.32259,"Septic","urban"
"327","ARM","s_sew_r",2000,18.7664201183432,"Sewer","rural"
"328","ARM","s_sew_r",2001,24.6,"Sewer","rural"
"329","ARM","s_sew_r",2002,22.5,"Sewer","rural"
"330","ARM","s_sew_r",2003,22.3,"Sewer","rural"
"331","ARM","s_sew_r",2004,12.8,"Sewer","rural"
"332","ARM","s_sew_r",2005,17.5,"Sewer","rural"
"333","ARM","s_sew_r",2006,19.1,"Sewer","rural"
"334","ARM","s_sew_r",2007,21.1,"Sewer","rural"
"335","ARM","s_sew_r",2008,19,"Sewer","rural"
"336","ARM","s_sew_r",2009,21.4,"Sewer","rural"
"337","ARM","s_sew_r",2010,19.6604248652487,"Sewer","rural"
"338","ARM","s_sew_r",2011,17,"Sewer","rural"
"339","ARM","s_sew_r",2012,13,"Sewer","rural"
"340","ARM","s_sew_r",2013,17.5,"Sewer","rural"
"341","ARM","s_sew_r",2014,16.5,"Sewer","rural"
"342","ARM","s_sew_r",2015,20.3,"Sewer","rural"
"343","ARM","s_sew_r",2016,24.326645,"Sewer","rural"
"344","ARM","s_sew_r",2017,25.3,"Sewer","rural"
"345","ARM","s_sew_r",2018,28.6,"Sewer","rural"
"346","ARM","s_sew_u",2000,86.25,"Sewer","urban"
"347","ARM","s_sew_u",2001,80.8,"Sewer","urban"
"348","ARM","s_sew_u",2002,82.2,"Sewer","urban"
"349","ARM","s_sew_u",2003,84.9,"Sewer","urban"
"350","ARM","s_sew_u",2004,79,"Sewer","urban"
"351","ARM","s_sew_u",2005,87.7,"Sewer","urban"
"352","ARM","s_sew_u",2006,90.1,"Sewer","urban"
"353","ARM","s_sew_u",2007,90.4,"Sewer","urban"
"354","ARM","s_sew_u",2008,91.1,"Sewer","urban"
"355","ARM","s_sew_u",2010,95.85,"Sewer","urban"
"356","ARM","s_sew_u",2011,96.4,"Sewer","urban"
"357","ARM","s_sew_u",2012,95.9,"Sewer","urban"
"358","ARM","s_sew_u",2013,96.2,"Sewer","urban"
"359","ARM","s_sew_u",2014,94.9,"Sewer","urban"
"360","ARM","s_sew_u",2015,96.4,"Sewer","urban"
"361","ARM","s_sew_u",2016,95.707305,"Sewer","urban"
"362","ARM","s_sew_u",2017,97.8,"Sewer","urban"
"363","ARM","s_sew_u",2018,98.1,"Sewer","urban"
"364","ARM","s_shared_r",2000,4.96748828065931,"Shared","rural"
"365","ARM","s_shared_r",2005,3.19340715941282,"Shared","rural"
"366","ARM","s_shared_r",2010,3.2520325203252,"Shared","rural"
"367","ARM","s_shared_r",2011,5.07344885695671,"Shared","rural"
"368","ARM","s_shared_r",2016,0.39418,"Shared","rural"
"369","ARM","s_shared_u",2000,6.52977846652344,"Shared","urban"
"370","ARM","s_shared_u",2005,1.32104652661425,"Shared","urban"
"371","ARM","s_shared_u",2010,1.15911485774499,"Shared","urban"
"372","ARM","s_shared_u",2011,2.00405033566259,"Shared","urban"
"373","ARM","s_shared_u",2016,0.54743,"Shared","urban"
"374","AUT","s_imp_r",2000,100,"Improved","rural"
"375","AUT","s_imp_r",2001,100,"Improved","rural"
"376","AUT","s_imp_r",2002,100,"Improved","rural"
"377","AUT","s_imp_r",2003,100,"Improved","rural"
"378","AUT","s_imp_r",2004,100,"Improved","rural"
"379","AUT","s_imp_r",2012,100,"Improved","rural"
"380","AUT","s_imp_r",2013,100,"Improved","rural"
"381","AUT","s_imp_r",2014,100.001084990958,"Improved","rural"
"382","AUT","s_imp_r",2015,100,"Improved","rural"
"383","AUT","s_imp_u",2000,100,"Improved","urban"
"384","AUT","s_imp_u",2001,100,"Improved","urban"
"385","AUT","s_imp_u",2002,100,"Improved","urban"
"386","AUT","s_imp_u",2003,100,"Improved","urban"
"387","AUT","s_imp_u",2004,100,"Improved","urban"
"388","AUT","s_imp_u",2012,100,"Improved","urban"
"389","AUT","s_imp_u",2013,100,"Improved","urban"
"390","AUT","s_imp_u",2014,99.8593959627952,"Improved","urban"
"391","AUT","s_imp_u",2015,100,"Improved","urban"
"392","AUT","s_sep_r",2012,16.1101347393087,"Septic","rural"
"393","AUT","s_sep_r",2013,16.1195779601407,"Septic","rural"
"394","AUT","s_sep_r",2014,14.6660978657676,"Septic","rural"
"395","AUT","s_sep_r",2015,14.6929180135175,"Septic","rural"
"396","AUT","s_sep_u",2012,0,"Septic","urban"
"397","AUT","s_sep_u",2013,0,"Septic","urban"
"398","AUT","s_sep_u",2014,0,"Septic","urban"
"399","AUT","s_sep_u",2015,0,"Septic","urban"
"400","AUT","s_sew_r",2012,83.4898652606913,"Sewer","rural"
"401","AUT","s_sew_r",2013,83.6804220398593,"Sewer","rural"
"402","AUT","s_sew_r",2014,85.1349871251908,"Sewer","rural"
"403","AUT","s_sew_r",2015,85.0070819864825,"Sewer","rural"
"404","AUT","s_sew_u",2012,98,"Sewer","urban"
"405","AUT","s_sew_u",2013,98.5,"Sewer","urban"
"406","AUT","s_sew_u",2014,98.4593959627952,"Sewer","urban"
"407","AUT","s_sew_u",2015,98.5,"Sewer","urban"
"408","AUT","s_shared_r",2012,0,"Shared","rural"
"409","AUT","s_shared_u",2012,0,"Shared","urban"
"410","AZE","s_imp_r",2000,51.8751117645506,"Improved","rural"
"411","AZE","s_imp_r",2006,73.1179950625823,"Improved","rural"
"412","AZE","s_imp_r",2011,84.9,"Improved","rural"
"413","AZE","s_imp_r",2013,90.83271,"Improved","rural"
"414","AZE","s_imp_u",2000,82.6122934430707,"Improved","urban"
"415","AZE","s_imp_u",2006,93.1451500029568,"Improved","urban"
"416","AZE","s_imp_u",2011,96.3,"Improved","urban"
"417","AZE","s_imp_u",2013,96.52688,"Improved","urban"
"418","AZE","s_od_r",2000,0.1,"Open defecation","rural"
"419","AZE","s_od_r",2006,0.501806115530904,"Open defecation","rural"
"420","AZE","s_od_r",2011,0.2,"Open defecation","rural"
"421","AZE","s_od_r",2013,0.08214,"Open defecation","rural"
"422","AZE","s_od_u",2000,0.1,"Open defecation","urban"
"423","AZE","s_od_u",2006,0.0997401743391953,"Open defecation","urban"
"424","AZE","s_od_u",2011,0.2,"Open defecation","urban"
"425","AZE","s_od_u",2013,0.12177,"Open defecation","urban"
"426","AZE","s_sep_r",2006,0.870354942784475,"Septic","rural"
"427","AZE","s_sep_r",2011,1.1,"Septic","rural"
"428","AZE","s_sep_r",2013,5.42272,"Septic","rural"
"429","AZE","s_sep_u",2006,1.06226280250997,"Septic","urban"
"430","AZE","s_sep_u",2011,0.8,"Septic","urban"
"431","AZE","s_sep_u",2013,5.38294,"Septic","urban"
"432","AZE","s_sew_r",2006,1.61150592092573,"Sewer","rural"
"433","AZE","s_sew_r",2011,4.8,"Sewer","rural"
"434","AZE","s_sew_r",2013,6.66673,"Sewer","rural"
"435","AZE","s_sew_r",2015,9.9,"Sewer","rural"
"436","AZE","s_sew_r",2018,26,"Sewer","rural"
"437","AZE","s_sew_u",2006,74.0430999831661,"Sewer","urban"
"438","AZE","s_sew_u",2011,68.4,"Sewer","urban"
"439","AZE","s_sew_u",2013,75.56836,"Sewer","urban"
"440","AZE","s_sew_u",2015,68.1,"Sewer","urban"
"441","AZE","s_sew_u",2018,98.2,"Sewer","urban"
"442","AZE","s_shared_r",2006,3.35917312661499,"Shared","rural"
"443","AZE","s_shared_r",2011,2.12014134275618,"Shared","rural"
"444","AZE","s_shared_u",2006,11.0978123545448,"Shared","urban"
"445","AZE","s_shared_u",2011,5.71131879543095,"Shared","urban"
"446","BDI","s_imp_r",2000,41.95,"Improved","rural"
"447","BDI","s_imp_r",2005,54.564402173913,"Improved","rural"
