iso3,var_short,year,estimate,var_long,residence
AGO,s_shared_r,2000,20.40486,Shared,rural
AGO,s_shared_r,2001,20.40486,Shared,rural
AGO,s_shared_r,2002,20.40486,Shared,rural
AGO,s_shared_r,2003,20.40486,Shared,rural
AGO,s_shared_r,2004,20.40486,Shared,rural
AGO,s_shared_r,2005,20.40486,Shared,rural
AGO,s_shared_r,2006,20.40486,Shared,rural
AGO,s_shared_r,2007,20.40486,Shared,rural
AGO,s_shared_r,2008,20.40486,Shared,rural
AGO,s_shared_r,2009,20.40486,Shared,rural
AGO,s_shared_r,2010,20.40486,Shared,rural
AGO,s_shared_r,2011,20.40486,Shared,rural
AGO,s_shared_r,2012,20.40486,Shared,rural
AGO,s_shared_r,2013,20.40486,Shared,rural
AGO,s_shared_r,2014,20.40486,Shared,rural
AGO,s_shared_r,2015,20.40486,Shared,rural
AGO,s_shared_r,2016,20.40486,Shared,rural
AGO,s_shared_r,2017,20.40486,Shared,rural
AGO,s_shared_r,2018,20.40486,Shared,rural
AGO,s_shared_r,2019,20.40486,Shared,rural
AGO,s_shared_r,2020,20.40486,Shared,rural
AGO,s_shared_u,2000,30.270050000000005,Shared,urban
AGO,s_shared_u,2001,30.270050000000005,Shared,urban
AGO,s_shared_u,2002,30.270050000000005,Shared,urban
AGO,s_shared_u,2003,30.270050000000005,Shared,urban
AGO,s_shared_u,2004,30.270050000000005,Shared,urban
AGO,s_shared_u,2005,30.270050000000005,Shared,urban
AGO,s_shared_u,2006,30.270050000000005,Shared,urban
AGO,s_shared_u,2007,30.270050000000005,Shared,urban
AGO,s_shared_u,2008,30.270050000000005,Shared,urban
AGO,s_shared_u,2009,30.270050000000005,Shared,urban
AGO,s_shared_u,2010,30.270050000000005,Shared,urban
AGO,s_shared_u,2011,30.270050000000005,Shared,urban
AGO,s_shared_u,2012,30.270050000000005,Shared,urban
AGO,s_shared_u,2013,30.270050000000005,Shared,urban
AGO,s_shared_u,2014,30.270050000000005,Shared,urban
AGO,s_shared_u,2015,30.270050000000005,Shared,urban
AGO,s_shared_u,2016,30.270050000000005,Shared,urban
AGO,s_shared_u,2017,30.270050000000005,Shared,urban
AGO,s_shared_u,2018,30.270050000000005,Shared,urban
AGO,s_shared_u,2019,30.270050000000005,Shared,urban
AGO,s_shared_u,2020,30.270050000000005,Shared,urban
AIA,s_sep_u,2000,93.9,Septic,urban
AIA,s_sep_u,2001,93.9,Septic,urban
AIA,s_sep_u,2002,93.9,Septic,urban
AIA,s_sep_u,2003,93.9,Septic,urban
AIA,s_sep_u,2004,93.9,Septic,urban
AIA,s_sep_u,2005,93.9,Septic,urban
AIA,s_sep_u,2006,93.9,Septic,urban
AIA,s_sep_u,2007,93.9,Septic,urban
AIA,s_sep_u,2008,93.9,Septic,urban
AIA,s_sep_u,2009,93.9,Septic,urban
AIA,s_sep_u,2010,93.9,Septic,urban
AIA,s_sep_u,2011,93.9,Septic,urban
AIA,s_sep_u,2012,93.9,Septic,urban
AIA,s_sep_u,2013,93.9,Septic,urban
AIA,s_sep_u,2014,93.9,Septic,urban
AIA,s_sep_u,2015,93.9,Septic,urban
AIA,s_sep_u,2016,93.9,Septic,urban
AIA,s_sep_u,2017,93.9,Septic,urban
AIA,s_sep_u,2018,93.9,Septic,urban
AIA,s_sep_u,2019,93.9,Septic,urban
AIA,s_sep_u,2020,93.9,Septic,urban
AIA,s_sew_u,2000,1.2,Sewer,urban
AIA,s_sew_u,2001,1.2,Sewer,urban
AIA,s_sew_u,2002,1.2,Sewer,urban
AIA,s_sew_u,2003,1.2,Sewer,urban
AIA,s_sew_u,2004,1.2,Sewer,urban
AIA,s_sew_u,2005,1.2,Sewer,urban
AIA,s_sew_u,2006,1.2,Sewer,urban
AIA,s_sew_u,2007,1.2,Sewer,urban
AIA,s_sew_u,2008,1.2,Sewer,urban
AIA,s_sew_u,2009,1.2,Sewer,urban
AIA,s_sew_u,2010,1.2,Sewer,urban
AIA,s_sew_u,2011,1.2,Sewer,urban
AIA,s_sew_u,2012,1.2,Sewer,urban
AIA,s_sew_u,2013,1.2,Sewer,urban
AIA,s_sew_u,2014,1.2,Sewer,urban
AIA,s_sew_u,2015,1.2,Sewer,urban
AIA,s_sew_u,2016,1.2,Sewer,urban
AIA,s_sew_u,2017,1.2,Sewer,urban
AIA,s_sew_u,2018,1.2,Sewer,urban
AIA,s_sew_u,2019,1.2,Sewer,urban
AIA,s_sew_u,2020,1.2,Sewer,urban
AIA,s_shared_u,2000,2.4,Shared,urban
AIA,s_shared_u,2001,2.4,Shared,urban
AIA,s_shared_u,2002,2.4,Shared,urban
AIA,s_shared_u,2003,2.4,Shared,urban
AIA,s_shared_u,2004,2.4,Shared,urban
AIA,s_shared_u,2005,2.4,Shared,urban
AIA,s_shared_u,2006,2.4,Shared,urban
AIA,s_shared_u,2007,2.4,Shared,urban
AIA,s_shared_u,2008,2.4,Shared,urban
AIA,s_shared_u,2009,2.4,Shared,urban
AIA,s_shared_u,2010,2.4,Shared,urban
AIA,s_shared_u,2011,2.4,Shared,urban
AIA,s_shared_u,2012,2.4,Shared,urban
AIA,s_shared_u,2013,2.4,Shared,urban
AIA,s_shared_u,2014,2.4,Shared,urban
AIA,s_shared_u,2015,2.4,Shared,urban
AIA,s_shared_u,2016,2.4,Shared,urban
AIA,s_shared_u,2017,2.4,Shared,urban
AIA,s_shared_u,2018,2.4,Shared,urban
AIA,s_shared_u,2019,2.4,Shared,urban
AIA,s_shared_u,2020,2.4,Shared,urban
ARG,s_od_r,2000,7.688740740070118,Open defecation,rural
ARG,s_od_r,2001,7.688740740070118,Open defecation,rural
ARG,s_od_r,2002,7.688740740070118,Open defecation,rural
ARG,s_od_r,2003,7.688740740070118,Open defecation,rural
ARG,s_od_r,2004,7.688740740070118,Open defecation,rural
ARG,s_od_r,2005,7.688740740070118,Open defecation,rural
ARG,s_od_r,2006,7.688740740070118,Open defecation,rural
ARG,s_od_r,2007,7.688740740070118,Open defecation,rural
ARG,s_od_r,2008,7.688740740070118,Open defecation,rural
ARG,s_od_r,2009,7.688740740070118,Open defecation,rural
ARG,s_od_r,2010,7.688740740070118,Open defecation,rural
ARG,s_od_r,2011,7.688740740070118,Open defecation,rural
ARG,s_od_r,2012,7.688740740070118,Open defecation,rural
ARG,s_od_r,2013,7.688740740070118,Open defecation,rural
ARG,s_od_r,2014,7.688740740070118,Open defecation,rural
ARG,s_od_r,2015,7.688740740070118,Open defecation,rural
ARG,s_od_r,2016,7.688740740070118,Open defecation,rural
ARG,s_od_r,2017,7.688740740070118,Open defecation,rural
ARG,s_od_r,2018,7.688740740070118,Open defecation,rural
ARG,s_od_r,2019,7.688740740070118,Open defecation,rural
ARG,s_od_r,2020,7.688740740070118,Open defecation,rural
AUT,s_sep_r,2000,15.397182144683619,Septic,rural
AUT,s_sep_r,2001,15.397182144683619,Septic,rural
AUT,s_sep_r,2002,15.397182144683619,Septic,rural
AUT,s_sep_r,2003,15.397182144683619,Septic,rural
AUT,s_sep_r,2004,15.397182144683619,Septic,rural
AUT,s_sep_r,2005,15.397182144683619,Septic,rural
AUT,s_sep_r,2006,15.397182144683619,Septic,rural
AUT,s_sep_r,2007,15.397182144683619,Septic,rural
AUT,s_sep_r,2008,15.397182144683619,Septic,rural
AUT,s_sep_r,2009,15.397182144683619,Septic,rural
AUT,s_sep_r,2010,15.397182144683619,Septic,rural
AUT,s_sep_r,2011,15.397182144683619,Septic,rural
AUT,s_sep_r,2012,15.397182144683619,Septic,rural
AUT,s_sep_r,2013,15.397182144683619,Septic,rural
AUT,s_sep_r,2014,15.397182144683619,Septic,rural
AUT,s_sep_r,2015,15.397182144683619,Septic,rural
AUT,s_sep_r,2016,15.397182144683619,Septic,rural
AUT,s_sep_r,2017,15.397182144683619,Septic,rural
AUT,s_sep_r,2018,15.397182144683619,Septic,rural
AUT,s_sep_r,2019,15.397182144683619,Septic,rural
AUT,s_sep_r,2020,15.397182144683619,Septic,rural
AUT,s_sep_u,2000,0,Septic,urban
AUT,s_sep_u,2001,0,Septic,urban
AUT,s_sep_u,2002,0,Septic,urban
AUT,s_sep_u,2003,0,Septic,urban
AUT,s_sep_u,2004,0,Septic,urban
AUT,s_sep_u,2005,0,Septic,urban
AUT,s_sep_u,2006,0,Septic,urban
AUT,s_sep_u,2007,0,Septic,urban
AUT,s_sep_u,2008,0,Septic,urban
AUT,s_sep_u,2009,0,Septic,urban
AUT,s_sep_u,2010,0,Septic,urban
AUT,s_sep_u,2011,0,Septic,urban
AUT,s_sep_u,2012,0,Septic,urban
AUT,s_sep_u,2013,0,Septic,urban
AUT,s_sep_u,2014,0,Septic,urban
AUT,s_sep_u,2015,0,Septic,urban
AUT,s_sep_u,2016,0,Septic,urban
AUT,s_sep_u,2017,0,Septic,urban
AUT,s_sep_u,2018,0,Septic,urban
AUT,s_sep_u,2019,0,Septic,urban
AUT,s_sep_u,2020,0,Septic,urban
AUT,s_sew_r,2000,84.32808910305599,Sewer,rural
AUT,s_sew_r,2001,84.32808910305599,Sewer,rural
AUT,s_sew_r,2002,84.32808910305599,Sewer,rural
AUT,s_sew_r,2003,84.32808910305599,Sewer,rural
AUT,s_sew_r,2004,84.32808910305599,Sewer,rural
AUT,s_sew_r,2005,84.32808910305599,Sewer,rural
AUT,s_sew_r,2006,84.32808910305599,Sewer,rural
AUT,s_sew_r,2007,84.32808910305599,Sewer,rural
AUT,s_sew_r,2008,84.32808910305599,Sewer,rural
AUT,s_sew_r,2009,84.32808910305599,Sewer,rural
AUT,s_sew_r,2010,84.32808910305599,Sewer,rural
AUT,s_sew_r,2011,84.32808910305599,Sewer,rural
AUT,s_sew_r,2012,84.32808910305599,Sewer,rural
AUT,s_sew_r,2013,84.32808910305599,Sewer,rural
AUT,s_sew_r,2014,84.32808910305599,Sewer,rural
AUT,s_sew_r,2015,84.32808910305599,Sewer,rural
AUT,s_sew_r,2016,84.32808910305599,Sewer,rural
AUT,s_sew_r,2017,84.32808910305599,Sewer,rural
AUT,s_sew_r,2018,84.32808910305599,Sewer,rural
AUT,s_sew_r,2019,84.32808910305599,Sewer,rural
AUT,s_sew_r,2020,84.32808910305599,Sewer,rural
AUT,s_sew_u,2000,98.36484899069879,Sewer,urban
AUT,s_sew_u,2001,98.36484899069879,Sewer,urban
AUT,s_sew_u,2002,98.36484899069879,Sewer,urban
AUT,s_sew_u,2003,98.36484899069879,Sewer,urban
AUT,s_sew_u,2004,98.36484899069879,Sewer,urban
AUT,s_sew_u,2005,98.36484899069879,Sewer,urban
AUT,s_sew_u,2006,98.36484899069879,Sewer,urban
AUT,s_sew_u,2007,98.36484899069879,Sewer,urban
AUT,s_sew_u,2008,98.36484899069879,Sewer,urban
AUT,s_sew_u,2009,98.36484899069879,Sewer,urban
AUT,s_sew_u,2010,98.36484899069879,Sewer,urban
AUT,s_sew_u,2011,98.36484899069879,Sewer,urban
AUT,s_sew_u,2012,98.36484899069879,Sewer,urban
AUT,s_sew_u,2013,98.36484899069879,Sewer,urban
AUT,s_sew_u,2014,98.36484899069879,Sewer,urban
AUT,s_sew_u,2015,98.36484899069879,Sewer,urban
AUT,s_sew_u,2016,98.36484899069879,Sewer,urban
AUT,s_sew_u,2017,98.36484899069879,Sewer,urban
AUT,s_sew_u,2018,98.36484899069879,Sewer,urban
AUT,s_sew_u,2019,98.36484899069879,Sewer,urban
AUT,s_sew_u,2020,98.36484899069879,Sewer,urban
AUT,s_shared_r,2000,0,Shared,rural
AUT,s_shared_r,2001,0,Shared,rural
AUT,s_shared_r,2002,0,Shared,rural
AUT,s_shared_r,2003,0,Shared,rural
AUT,s_shared_r,2004,0,Shared,rural
AUT,s_shared_r,2005,0,Shared,rural
AUT,s_shared_r,2006,0,Shared,rural
AUT,s_shared_r,2007,0,Shared,rural
AUT,s_shared_r,2008,0,Shared,rural
AUT,s_shared_r,2009,0,Shared,rural
AUT,s_shared_r,2010,0,Shared,rural
AUT,s_shared_r,2011,0,Shared,rural
AUT,s_shared_r,2012,0,Shared,rural
AUT,s_shared_r,2013,0,Shared,rural
AUT,s_shared_r,2014,0,Shared,rural
AUT,s_shared_r,2015,0,Shared,rural
AUT,s_shared_r,2016,0,Shared,rural
AUT,s_shared_r,2017,0,Shared,rural
AUT,s_shared_r,2018,0,Shared,rural
AUT,s_shared_r,2019,0,Shared,rural
AUT,s_shared_r,2020,0,Shared,rural
AUT,s_shared_u,2000,0,Shared,urban
AUT,s_shared_u,2001,0,Shared,urban
AUT,s_shared_u,2002,0,Shared,urban
AUT,s_shared_u,2003,0,Shared,urban
AUT,s_shared_u,2004,0,Shared,urban
AUT,s_shared_u,2005,0,Shared,urban
AUT,s_shared_u,2006,0,Shared,urban
AUT,s_shared_u,2007,0,Shared,urban
AUT,s_shared_u,2008,0,Shared,urban
AUT,s_shared_u,2009,0,Shared,urban
AUT,s_shared_u,2010,0,Shared,urban
AUT,s_shared_u,2011,0,Shared,urban
AUT,s_shared_u,2012,0,Shared,urban
AUT,s_shared_u,2013,0,Shared,urban
AUT,s_shared_u,2014,0,Shared,urban
AUT,s_shared_u,2015,0,Shared,urban
AUT,s_shared_u,2016,0,Shared,urban
AUT,s_shared_u,2017,0,Shared,urban
AUT,s_shared_u,2018,0,Shared,urban
AUT,s_shared_u,2019,0,Shared,urban
AUT,s_shared_u,2020,0,Shared,urban
BEL,s_shared_r,2000,0.5055611729019212,Shared,rural
BEL,s_shared_r,2001,0.5055611729019212,Shared,rural
BEL,s_shared_r,2002,0.5055611729019212,Shared,rural
BEL,s_shared_r,2003,0.5055611729019212,Shared,rural
BEL,s_shared_r,2004,0.5055611729019212,Shared,rural
BEL,s_shared_r,2005,0.5055611729019212,Shared,rural
BEL,s_shared_r,2006,0.5055611729019212,Shared,rural
BEL,s_shared_r,2007,0.5055611729019212,Shared,rural
BEL,s_shared_r,2008,0.5055611729019212,Shared,rural
BEL,s_shared_r,2009,0.5055611729019212,Shared,rural
BEL,s_shared_r,2010,0.5055611729019212,Shared,rural
BEL,s_shared_r,2011,0.5055611729019212,Shared,rural
BEL,s_shared_r,2012,0.5055611729019212,Shared,rural
BEL,s_shared_r,2013,0.5055611729019212,Shared,rural
BEL,s_shared_r,2014,0.5055611729019212,Shared,rural
BEL,s_shared_r,2015,0.5055611729019212,Shared,rural
BEL,s_shared_r,2016,0.5055611729019212,Shared,rural
BEL,s_shared_r,2017,0.5055611729019212,Shared,rural
BEL,s_shared_r,2018,0.5055611729019212,Shared,rural
BEL,s_shared_r,2019,0.5055611729019212,Shared,rural
BEL,s_shared_r,2020,0.5055611729019212,Shared,rural
BEL,s_shared_u,2000,0.513874614594039,Shared,urban
BEL,s_shared_u,2001,0.513874614594039,Shared,urban
BEL,s_shared_u,2002,0.513874614594039,Shared,urban
BEL,s_shared_u,2003,0.513874614594039,Shared,urban
BEL,s_shared_u,2004,0.513874614594039,Shared,urban
BEL,s_shared_u,2005,0.513874614594039,Shared,urban
BEL,s_shared_u,2006,0.513874614594039,Shared,urban
BEL,s_shared_u,2007,0.513874614594039,Shared,urban
BEL,s_shared_u,2008,0.513874614594039,Shared,urban
BEL,s_shared_u,2009,0.513874614594039,Shared,urban
BEL,s_shared_u,2010,0.513874614594039,Shared,urban
BEL,s_shared_u,2011,0.513874614594039,Shared,urban
BEL,s_shared_u,2012,0.513874614594039,Shared,urban
BEL,s_shared_u,2013,0.513874614594039,Shared,urban
BEL,s_shared_u,2014,0.513874614594039,Shared,urban
BEL,s_shared_u,2015,0.513874614594039,Shared,urban
BEL,s_shared_u,2016,0.513874614594039,Shared,urban
BEL,s_shared_u,2017,0.513874614594039,Shared,urban
BEL,s_shared_u,2018,0.513874614594039,Shared,urban
BEL,s_shared_u,2019,0.513874614594039,Shared,urban
BEL,s_shared_u,2020,0.513874614594039,Shared,urban
BGR,s_sep_r,2000,61.5,Septic,rural
BGR,s_sep_r,2001,61.5,Septic,rural
BGR,s_sep_r,2002,61.5,Septic,rural
BGR,s_sep_r,2003,61.5,Septic,rural
BGR,s_sep_r,2004,61.5,Septic,rural
BGR,s_sep_r,2005,61.5,Septic,rural
BGR,s_sep_r,2006,61.5,Septic,rural
BGR,s_sep_r,2007,61.5,Septic,rural
BGR,s_sep_r,2008,61.5,Septic,rural
BGR,s_sep_r,2009,61.5,Septic,rural
BGR,s_sep_r,2010,61.5,Septic,rural
BGR,s_sep_r,2011,61.5,Septic,rural
BGR,s_sep_r,2012,61.5,Septic,rural
BGR,s_sep_r,2013,61.5,Septic,rural
BGR,s_sep_r,2014,61.5,Septic,rural
BGR,s_sep_r,2015,61.5,Septic,rural
BGR,s_sep_r,2016,61.5,Septic,rural
BGR,s_sep_r,2017,61.5,Septic,rural
BGR,s_sep_r,2018,61.5,Septic,rural
BGR,s_sep_r,2019,61.5,Septic,rural
BGR,s_sep_r,2020,61.5,Septic,rural
BGR,s_sep_u,2000,6.3,Septic,urban
BGR,s_sep_u,2001,6.3,Septic,urban
BGR,s_sep_u,2002,6.3,Septic,urban
BGR,s_sep_u,2003,6.3,Septic,urban
BGR,s_sep_u,2004,6.3,Septic,urban
BGR,s_sep_u,2005,6.3,Septic,urban
BGR,s_sep_u,2006,6.3,Septic,urban
BGR,s_sep_u,2007,6.3,Septic,urban
BGR,s_sep_u,2008,6.3,Septic,urban
BGR,s_sep_u,2009,6.3,Septic,urban
BGR,s_sep_u,2010,6.3,Septic,urban
BGR,s_sep_u,2011,6.3,Septic,urban
BGR,s_sep_u,2012,6.3,Septic,urban
BGR,s_sep_u,2013,6.3,Septic,urban
BGR,s_sep_u,2014,6.3,Septic,urban
BGR,s_sep_u,2015,6.3,Septic,urban
BGR,s_sep_u,2016,6.3,Septic,urban
BGR,s_sep_u,2017,6.3,Septic,urban
BGR,s_sep_u,2018,6.3,Septic,urban
BGR,s_sep_u,2019,6.3,Septic,urban
BGR,s_sep_u,2020,6.3,Septic,urban
BGR,s_shared_r,2000,16.2839248434238,Shared,rural
BGR,s_shared_r,2001,16.2839248434238,Shared,rural
BGR,s_shared_r,2002,16.2839248434238,Shared,rural
BGR,s_shared_r,2003,16.2839248434238,Shared,rural
BGR,s_shared_r,2004,16.2839248434238,Shared,rural
BGR,s_shared_r,2005,16.2839248434238,Shared,rural
BGR,s_shared_r,2006,16.2839248434238,Shared,rural
BGR,s_shared_r,2007,16.2839248434238,Shared,rural
BGR,s_shared_r,2008,16.2839248434238,Shared,rural
BGR,s_shared_r,2009,16.2839248434238,Shared,rural
BGR,s_shared_r,2010,16.2839248434238,Shared,rural
BGR,s_shared_r,2011,16.2839248434238,Shared,rural
BGR,s_shared_r,2012,16.2839248434238,Shared,rural
BGR,s_shared_r,2013,16.2839248434238,Shared,rural
BGR,s_shared_r,2014,16.2839248434238,Shared,rural
BGR,s_shared_r,2015,16.2839248434238,Shared,rural
BGR,s_shared_r,2016,16.2839248434238,Shared,rural
BGR,s_shared_r,2017,16.2839248434238,Shared,rural
BGR,s_shared_r,2018,16.2839248434238,Shared,rural
BGR,s_shared_r,2019,16.2839248434238,Shared,rural
BGR,s_shared_r,2020,16.2839248434238,Shared,rural
BGR,s_shared_u,2000,13.219616204690832,Shared,urban
BGR,s_shared_u,2001,13.219616204690832,Shared,urban
BGR,s_shared_u,2002,13.219616204690832,Shared,urban
BGR,s_shared_u,2003,13.219616204690832,Shared,urban
BGR,s_shared_u,2004,13.219616204690832,Shared,urban
BGR,s_shared_u,2005,13.219616204690832,Shared,urban
BGR,s_shared_u,2006,13.219616204690832,Shared,urban
BGR,s_shared_u,2007,13.219616204690832,Shared,urban
BGR,s_shared_u,2008,13.219616204690832,Shared,urban
BGR,s_shared_u,2009,13.219616204690832,Shared,urban
BGR,s_shared_u,2010,13.219616204690832,Shared,urban
BGR,s_shared_u,2011,13.219616204690832,Shared,urban
BGR,s_shared_u,2012,13.219616204690832,Shared,urban
BGR,s_shared_u,2013,13.219616204690832,Shared,urban
BGR,s_shared_u,2014,13.219616204690832,Shared,urban
BGR,s_shared_u,2015,13.219616204690832,Shared,urban
BGR,s_shared_u,2016,13.219616204690832,Shared,urban
BGR,s_shared_u,2017,13.219616204690832,Shared,urban
BGR,s_shared_u,2018,13.219616204690832,Shared,urban
BGR,s_shared_u,2019,13.219616204690832,Shared,urban
BGR,s_shared_u,2020,13.219616204690832,Shared,urban
BMU,s_sew_u,2000,5,Sewer,urban
BMU,s_sew_u,2001,5,Sewer,urban
BMU,s_sew_u,2002,5,Sewer,urban
BMU,s_sew_u,2003,5,Sewer,urban
BMU,s_sew_u,2004,5,Sewer,urban
BMU,s_sew_u,2005,5,Sewer,urban
BMU,s_sew_u,2006,5,Sewer,urban
BMU,s_sew_u,2007,5,Sewer,urban
BMU,s_sew_u,2008,5,Sewer,urban
BMU,s_sew_u,2009,5,Sewer,urban
BMU,s_sew_u,2010,5,Sewer,urban
BMU,s_sew_u,2011,5,Sewer,urban
BMU,s_sew_u,2012,5,Sewer,urban
BMU,s_sew_u,2013,5,Sewer,urban
BMU,s_sew_u,2014,5,Sewer,urban
BMU,s_sew_u,2015,5,Sewer,urban
BMU,s_sew_u,2016,5,Sewer,urban
BMU,s_sew_u,2017,5,Sewer,urban
BMU,s_sew_u,2018,5,Sewer,urban
BMU,s_sew_u,2019,5,Sewer,urban
BMU,s_sew_u,2020,5,Sewer,urban
BWA,s_sep_r,2000,2.7,Septic,rural
BWA,s_sep_r,2001,2.7,Septic,rural
BWA,s_sep_r,2002,2.7,Septic,rural
BWA,s_sep_r,2003,2.7,Septic,rural
BWA,s_sep_r,2004,2.7,Septic,rural
BWA,s_sep_r,2005,2.7,Septic,rural
BWA,s_sep_r,2006,2.7,Septic,rural
BWA,s_sep_r,2007,2.7,Septic,rural
BWA,s_sep_r,2008,2.7,Septic,rural
BWA,s_sep_r,2009,2.7,Septic,rural
BWA,s_sep_r,2010,2.7,Septic,rural
BWA,s_sep_r,2011,2.7,Septic,rural
BWA,s_sep_r,2012,2.7,Septic,rural
BWA,s_sep_r,2013,2.7,Septic,rural
BWA,s_sep_r,2014,2.7,Septic,rural
BWA,s_sep_r,2015,2.7,Septic,rural
BWA,s_sep_r,2016,2.7,Septic,rural
BWA,s_sep_r,2017,2.7,Septic,rural
BWA,s_sep_r,2018,2.7,Septic,rural
BWA,s_sep_r,2019,2.7,Septic,rural
BWA,s_sep_r,2020,2.7,Septic,rural
BWA,s_sep_u,2000,5.9,Septic,urban
BWA,s_sep_u,2001,5.9,Septic,urban
BWA,s_sep_u,2002,5.9,Septic,urban
BWA,s_sep_u,2003,5.9,Septic,urban
BWA,s_sep_u,2004,5.9,Septic,urban
BWA,s_sep_u,2005,5.9,Septic,urban
BWA,s_sep_u,2006,5.9,Septic,urban
BWA,s_sep_u,2007,5.9,Septic,urban
BWA,s_sep_u,2008,5.9,Septic,urban
BWA,s_sep_u,2009,5.9,Septic,urban
BWA,s_sep_u,2010,5.9,Septic,urban
BWA,s_sep_u,2011,5.9,Septic,urban
BWA,s_sep_u,2012,5.9,Septic,urban
BWA,s_sep_u,2013,5.9,Septic,urban
BWA,s_sep_u,2014,5.9,Septic,urban
BWA,s_sep_u,2015,5.9,Septic,urban
BWA,s_sep_u,2016,5.9,Septic,urban
BWA,s_sep_u,2017,5.9,Septic,urban
BWA,s_sep_u,2018,5.9,Septic,urban
BWA,s_sep_u,2019,5.9,Septic,urban
BWA,s_sep_u,2020,5.9,Septic,urban
BWA,s_sew_r,2000,0.2,Sewer,rural
BWA,s_sew_r,2001,0.2,Sewer,rural
BWA,s_sew_r,2002,0.2,Sewer,rural
BWA,s_sew_r,2003,0.2,Sewer,rural
BWA,s_sew_r,2004,0.2,Sewer,rural
BWA,s_sew_r,2005,0.2,Sewer,rural
BWA,s_sew_r,2006,0.2,Sewer,rural
BWA,s_sew_r,2007,0.2,Sewer,rural
BWA,s_sew_r,2008,0.2,Sewer,rural
BWA,s_sew_r,2009,0.2,Sewer,rural
BWA,s_sew_r,2010,0.2,Sewer,rural
BWA,s_sew_r,2011,0.2,Sewer,rural
BWA,s_sew_r,2012,0.2,Sewer,rural
BWA,s_sew_r,2013,0.2,Sewer,rural
BWA,s_sew_r,2014,0.2,Sewer,rural
BWA,s_sew_r,2015,0.2,Sewer,rural
BWA,s_sew_r,2016,0.2,Sewer,rural
BWA,s_sew_r,2017,0.2,Sewer,rural
BWA,s_sew_r,2018,0.2,Sewer,rural
BWA,s_sew_r,2019,0.2,Sewer,rural
BWA,s_sew_r,2020,0.2,Sewer,rural
BWA,s_sew_u,2000,1.9,Sewer,urban
BWA,s_sew_u,2001,1.9,Sewer,urban
BWA,s_sew_u,2002,1.9,Sewer,urban
BWA,s_sew_u,2003,1.9,Sewer,urban
BWA,s_sew_u,2004,1.9,Sewer,urban
BWA,s_sew_u,2005,1.9,Sewer,urban
BWA,s_sew_u,2006,1.9,Sewer,urban
BWA,s_sew_u,2007,1.9,Sewer,urban
BWA,s_sew_u,2008,1.9,Sewer,urban
BWA,s_sew_u,2009,1.9,Sewer,urban
BWA,s_sew_u,2010,1.9,Sewer,urban
BWA,s_sew_u,2011,1.9,Sewer,urban
BWA,s_sew_u,2012,1.9,Sewer,urban
BWA,s_sew_u,2013,1.9,Sewer,urban
BWA,s_sew_u,2014,1.9,Sewer,urban
BWA,s_sew_u,2015,1.9,Sewer,urban
BWA,s_sew_u,2016,1.9,Sewer,urban
BWA,s_sew_u,2017,1.9,Sewer,urban
BWA,s_sew_u,2018,1.9,Sewer,urban
BWA,s_sew_u,2019,1.9,Sewer,urban
BWA,s_sew_u,2020,1.9,Sewer,urban
CAF,s_sep_r,2000,0.03559333333333334,Septic,rural
CAF,s_sep_r,2001,0.03559333333333334,Septic,rural
CAF,s_sep_r,2002,0.03559333333333334,Septic,rural
CAF,s_sep_r,2003,0.03559333333333334,Septic,rural
CAF,s_sep_r,2004,0.03559333333333334,Septic,rural
CAF,s_sep_r,2005,0.03559333333333334,Septic,rural
CAF,s_sep_r,2006,0.03559333333333334,Septic,rural
CAF,s_sep_r,2007,0.03559333333333334,Septic,rural
CAF,s_sep_r,2008,0.03559333333333334,Septic,rural
CAF,s_sep_r,2009,0.03559333333333334,Septic,rural
CAF,s_sep_r,2010,0.03559333333333334,Septic,rural
CAF,s_sep_r,2011,0.03559333333333334,Septic,rural
CAF,s_sep_r,2012,0.03559333333333334,Septic,rural
CAF,s_sep_r,2013,0.03559333333333334,Septic,rural
CAF,s_sep_r,2014,0.03559333333333334,Septic,rural
CAF,s_sep_r,2015,0.03559333333333334,Septic,rural
CAF,s_sep_r,2016,0.03559333333333334,Septic,rural
CAF,s_sep_r,2017,0.03559333333333334,Septic,rural
CAF,s_sep_r,2018,0.03559333333333334,Septic,rural
CAF,s_sep_r,2019,0.03559333333333334,Septic,rural
CAF,s_sep_r,2020,0.03559333333333334,Septic,rural
CHE,s_sep_r,2000,2,Septic,rural
CHE,s_sep_r,2001,2,Septic,rural
CHE,s_sep_r,2002,2,Septic,rural
CHE,s_sep_r,2003,2,Septic,rural
CHE,s_sep_r,2004,2,Septic,rural
CHE,s_sep_r,2005,2,Septic,rural
CHE,s_sep_r,2006,2,Septic,rural
CHE,s_sep_r,2007,2,Septic,rural
CHE,s_sep_r,2008,2,Septic,rural
CHE,s_sep_r,2009,2,Septic,rural
CHE,s_sep_r,2010,2,Septic,rural
CHE,s_sep_r,2011,2,Septic,rural
CHE,s_sep_r,2012,2,Septic,rural
CHE,s_sep_r,2013,2,Septic,rural
CHE,s_sep_r,2014,2,Septic,rural
CHE,s_sep_r,2015,2,Septic,rural
CHE,s_sep_r,2016,2,Septic,rural
CHE,s_sep_r,2017,2,Septic,rural
CHE,s_sep_r,2018,2,Septic,rural
CHE,s_sep_r,2019,2,Septic,rural
CHE,s_sep_r,2020,2,Septic,rural
